fp_page,page_type,ecr_type,player,id,pos,team,ecr,sd,best,worst,sportsdata_id,player_filename,yahoo_id,cbs_id,player_owned_avg,player_owned_espn,player_owned_yahoo,player_image_url,player_square_image_url,rank_delta,bye,mergename,scrape_date,tm,merge_name,fp_id,fantasypros_id,gsis_id,sleeper_id,birthdate,draft_year,position,age
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jonathon Brooks,26148,RB,CAR,88.71,21.45,56,182,,jonathon-brooks.php,,,85.9,,,,,,5.0,Jonathon Brooks,2026-09-04,CAR,jonathon brooks,26148,26148.0,00-0039344,11583.0,2003-07-21,2024.0,RB,23.129363449691994
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Quentin Johnston,23123,WR,LAC,93.76,15.8,68,149,,quentin-johnston.php,,,79.2,,,,,,7.0,Quentin Johnston,2026-09-04,LAC,quentin johnston,23123,23123.0,00-0038544,9754.0,2001-09-06,2023.0,WR,24.999315537303218
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,RJ Harvey,27142,RB,DEN,94.71,16.6,61,143,,rj-harvey.php,,,84.1,,,,,,10.0,RJ Harvey,2026-09-04,DEN,rj harvey,27142,27142.0,00-0040730,12489.0,2001-02-04,2025.0,RB,25.585215605749486
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Brock Purdy,19797,QB,SF,96.42,10.36,63,119,,brock-purdy.php,,,86.2,,,,,,8.0,Brock Purdy,2026-09-04,SFO,brock purdy,19797,19797.0,00-0037834,8183.0,1999-12-27,2022.0,QB,26.694045174537987
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Stefon Diggs,13981,WR,WAS,93.69,28.49,55,224,,stefon-diggs.php,,,84.5,,,,,5.0,7.0,Stefon Diggs,2026-09-04,WAS,stefon diggs,13981,13981.0,00-0031588,2449.0,1993-11-29,2015.0,WR,32.76933607118412
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,George Kittle,16499,TE,SF,97.7,12.8,66,144,,george-kittle.php,,,94.3,,,,,,8.0,George Kittle,2026-09-04,SFO,george kittle,16499,16499.0,00-0033288,4217.0,1993-10-09,2017.0,TE,32.90896646132786
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Travis Kelce,11594,TE,KC,98.18,15.03,57,138,,travis-kelce.php,,,92.8,,,,,,5.0,Travis Kelce,2026-09-04,KCC,travis kelce,11594,11594.0,00-0030506,1466.0,1989-10-05,2013.0,TE,36.91991786447639
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Kenny Gainwell,23310,RB,TB,98.34,14.32,67,143,,kenneth-gainwell.php,,,82.4,,,,,,10.0,Kenny Gainwell,2026-09-04,TBB,kenny gainwell,23310,23310.0,00-0036919,7567.0,1999-03-14,2021.0,RB,27.482546201232033
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jaxson Dart,23160,QB,NYG,98.35,13.68,59,126,,jaxson-dart.php,,,93.3,,,,,,8.0,Jaxson Dart,2026-09-04,NYG,jaxson dart,23160,23160.0,00-0040691,12508.0,2003-05-13,2025.0,QB,23.318275154004105
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Bo Nix,22910,QB,DEN,98.53,9.53,70,120,,bo-nix.php,,,89.7,,,,,,10.0,Bo Nix,2026-09-04,DEN,bo nix,22910,22910.0,00-0039732,11563.0,2000-02-25,2024.0,QB,26.529774127310063
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Chuba Hubbard,19792,RB,CAR,99.84,17.33,67,145,,chuba-hubbard.php,,,88.2,,,,,,5.0,Chuba Hubbard,2026-09-04,CAR,chuba hubbard,19792,19792.0,00-0036555,7594.0,1999-06-11,2021.0,RB,27.238877481177276
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Alec Pierce,23791,WR,IND,100.28,19.94,52,142,,alec-pierce.php,,,85.9,,,,,,13.0,Alec Pierce,2026-09-04,IND,alec pierce,23791,23791.0,00-0037664,8142.0,2000-05-02,2022.0,WR,26.34633812457221
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,J.K. Dobbins,19245,RB,DEN,102.38,15.47,72,132,,jk-dobbins.php,,,86.7,,,,,,10.0,JK Dobbins,2026-09-04,DEN,jk dobbins,19245,19245.0,00-0036158,6806.0,1998-12-17,2020.0,RB,27.720739219712527
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Patrick Mahomes II,16413,QB,KC,103.11,10.61,70,142,,patrick-mahomes.php,,,87.7,,,,,,5.0,Patrick Mahomes,2026-09-04,KCC,patrick mahomes,16413,16413.0,00-0033873,4046.0,1995-09-17,2017.0,QB,30.97056810403833
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jayden Reed,23020,WR,GB,103.17,16.45,64,140,,jayden-reed.php,,,81.1,,,,,,11.0,Jayden Reed,2026-09-04,GBP,jayden reed,23020,23020.0,00-0039146,10222.0,2000-04-28,2023.0,WR,26.357289527720738
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jared Goff,15501,QB,DET,105.55,10.76,63,132,,jared-goff.php,,,76.4,,,,,,6.0,Jared Goff,2026-09-04,DET,jared goff,15501,15501.0,00-0033106,3163.0,1994-10-14,2016.0,QB,31.89596167008898
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Matthew Stafford,9451,QB,LAR,105.93,10.19,74,129,,matthew-stafford.php,,,92.9,,,,,,11.0,Matthew Stafford,2026-09-04,LAR,matthew stafford,9451,9451.0,00-0026498,421.0,1988-02-07,2009.0,QB,38.57905544147844
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jakobi Meyers,18598,WR,JAC,107.87,18.26,71,150,,jakobi-meyers.php,,,70.6,,,,,,7.0,Jakobi Meyers,2026-09-04,JAC,jakobi meyers,18598,18598.0,00-0034960,5947.0,1996-11-09,2019.0,WR,29.82340862422998
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jordan Addison,23107,WR,MIN,107.99,15.61,68,150,,jordan-addison.php,,,82.7,,,,,,6.0,Jordan Addison,2026-09-04,MIN,jordan addison,23107,23107.0,00-0038994,9756.0,2002-01-27,2023.0,WR,24.607802874743328
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Makai Lemon,25420,WR,PHI,108.06,20.16,68,180,,makai-lemon.php,,,79.4,,,,,,10.0,Makai Lemon,2026-09-04,PHI,makai lemon,25420,25420.0,00-0040867,13294.0,2004-06-02,2026.0,WR,22.261464750171115
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,KC Concepcion,27331,WR,CLE,108.19,18.14,71,150,,kevin-concepcion.php,,,72.4,,,,,,11.0,KC Concepcion,2026-09-04,CLE,kc concepcion,27331,27331.0,00-0041547,13298.0,2004-09-24,2026.0,WR,21.949349760438057
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,MarShawn Lloyd,23118,RB,GB,106.21,47.96,58,284,,marshawn-lloyd.php,,,76.7,,,,,20.0,11.0,MarShawn Lloyd,2026-09-04,GBP,marshawn lloyd,23118,23118.0,00-0039811,11581.0,2001-01-05,2024.0,RB,25.66735112936345
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Blake Corum,23013,RB,LAR,109.75,15.19,78,141,,blake-corum.php,,,83.4,,,,,,11.0,Blake Corum,2026-09-04,LAR,blake corum,23013,23013.0,00-0039738,11586.0,2000-11-25,2024.0,RB,25.779603011635867
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Dalton Kincaid,25247,TE,BUF,111.01,12.69,85,144,,dalton-kincaid.php,,,86.6,,,,,,7.0,Dalton Kincaid,2026-09-04,BUF,dalton kincaid,25247,25247.0,00-0038933,10236.0,1999-10-18,2023.0,TE,26.885694729637233
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Rachaad White,23891,RB,WAS,112.32,16.05,75,148,,rachaad-white.php,,,68.9,,,,,,7.0,Rachaad White,2026-09-04,WAS,rachaad white,23891,23891.0,00-0037256,8136.0,1999-01-12,2022.0,RB,27.64955509924709
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jordan Mason,22969,RB,MIN,113.61,18.14,75,148,,jordan-mason.php,,,77.1,,,,,,6.0,Jordan Mason,2026-09-04,MIN,jordan mason,22969,22969.0,00-0037525,8408.0,1999-05-24,2022.0,RB,27.288158795345655
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Kyler Murray,18600,QB,MIN,113.74,9.41,98,147,,kyler-murray.php,,,68.5,,,,,,6.0,Kyler Murray,2026-09-04,MIN,kyler murray,18600,18600.0,00-0035228,5849.0,1997-08-07,2019.0,QB,29.08145106091718
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jacory Croskey-Merritt,27316,RB,WAS,114.54,15.84,67,141,,jacory-croskeymerritt.php,,,78.8,,,,,,7.0,Jacory Croskey-Merritt,2026-09-04,WAS,jacory croskey-merritt,27316,27316.0,00-0040242,12533.0,2001-04-12,2025.0,RB,25.401779603011637
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jordan Love,19246,QB,GB,116.43,8.9,98,145,,jordan-love.php,,,56.5,,,,,,11.0,Jordan Love,2026-09-04,GBP,jordan love,19246,19246.0,00-0036264,6804.0,1998-11-02,2020.0,QB,27.84394250513347
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Aaron Jones Sr.,16673,RB,MIN,117.76,16.04,86,152,,aaron-jones.php,,,75.6,,,,,,6.0,Aaron Jones,2026-09-04,MIN,aaron jones,16673,16673.0,00-0033293,4199.0,1994-12-02,2017.0,RB,31.761806981519506
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Baker Mayfield,17237,QB,TB,118.46,8.97,92,144,,baker-mayfield.php,,,60.6,,,,,,10.0,Baker Mayfield,2026-09-04,TBB,baker mayfield,17237,17237.0,00-0034855,4892.0,1995-04-14,2018.0,QB,31.397672826830938
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Isaiah Likely,23781,TE,NYG,118.57,26.71,87,226,,isaiah-likely.php,,,85.2,,,,,2.0,8.0,Isaiah Likely,2026-09-04,NYG,isaiah likely,23781,23781.0,00-0037838,8131.0,2000-04-18,2022.0,TE,26.38466803559206
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Dallas Goedert,17270,TE,PHI,119.37,17.06,85,158,,dallas-goedert.php,,,87.7,,,,,,10.0,Dallas Goedert,2026-09-04,PHI,dallas goedert,17270,17270.0,00-0034351,5022.0,1995-01-03,2018.0,TE,31.67419575633128
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jake Ferguson,22718,TE,DAL,119.93,19.24,81,181,,jake-ferguson.php,,,84.4,,,,,,14.0,Jake Ferguson,2026-09-04,DAL,jake ferguson,22718,22718.0,00-0038041,8110.0,1999-01-18,2022.0,TE,27.633127994524298
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Kyle Monangai,27131,RB,CHI,120.02,14.09,86,162,,kyle-monangai.php,,,80.9,,,,,,10.0,Kyle Monangai,2026-09-04,CHI,kyle monangai,27131,27131.0,00-0040236,12534.0,2002-06-06,2025.0,RB,24.251882272416154
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,De'Zhaun Stribling,28138,WR,SF,121.47,34.93,62,303,,dezhaun-stribling.php,,,66.5,,,,,,8.0,DeZhaun Stribling,2026-09-04,SFO,dezhaun stribling,28138,28138.0,00-0041035,13417.0,2002-12-18,2026.0,WR,23.718001368925393
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Khalil Shakir,23748,WR,BUF,122.63,16.45,69,168,,khalil-shakir.php,,,60.1,,,,,,7.0,Khalil Shakir,2026-09-04,BUF,khalil shakir,23748,23748.0,00-0037261,8134.0,2000-02-03,2022.0,WR,26.590006844626966
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Matthew Golden,26024,WR,GB,124.75,20.24,81,202,,matthew-golden.php,,,78.5,,,,,,11.0,Matthew Golden,2026-09-04,GBP,matthew golden,26024,26024.0,00-0040667,12501.0,2003-08-01,2025.0,WR,23.09924709103354
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jalen Coker,26403,WR,CAR,124.94,15.22,91,176,,jalen-coker.php,,,57.0,,,,,,5.0,Jalen Coker,2026-09-04,CAR,jalen coker,26403,26403.0,00-0039491,11646.0,2001-10-30,2024.0,WR,24.851471594798085
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Tyler Shough,23096,QB,NO,125.2,12.5,98,183,,tyler-shough.php,,,44.6,,,,,,8.0,Tyler Shough,2026-09-04,NOS,tyler shough,23096,23096.0,00-0040743,12545.0,1999-09-28,2025.0,QB,26.940451745379878
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Romeo Doubs,23794,WR,NE,126.88,15.13,90,180,,romeo-doubs.php,,,62.6,,,,,,11.0,Romeo Doubs,2026-09-04,NEP,romeo doubs,23794,23794.0,00-0037816,8121.0,2000-04-13,2022.0,WR,26.39835728952772
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Juwan Johnson,19562,TE,NO,127.67,19.32,87,173,,juwan-johnson.php,,,48.7,,,,,,8.0,Juwan Johnson,2026-09-04,NOS,juwan johnson,19562,19562.0,00-0036040,7002.0,1996-09-13,2020.0,TE,29.97946611909651
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Malik Willis,23499,QB,MIA,128.78,18.79,104,255,,malik-willis.php,,,32.6,,,,,,6.0,Malik Willis,2026-09-04,MIA,malik willis,23499,23499.0,00-0038128,8161.0,1999-05-25,2022.0,QB,27.28542094455852
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Xavier Worthy,23019,WR,KC,129.83,14.24,100,180,,xavier-worthy.php,,,67.7,,,,,,5.0,Xavier Worthy,2026-09-04,KCC,xavier worthy,23019,23019.0,00-0039894,11624.0,2003-04-27,2024.0,WR,23.362080766598222
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Mark Andrews,17269,TE,BAL,133.61,23.71,87,236,,mark-andrews.php,,,83.6,,,,,,13.0,Mark Andrews,2026-09-04,BAL,mark andrews,17269,17269.0,00-0034753,5012.0,1995-09-06,2018.0,TE,31.000684462696782
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Woody Marks,27520,RB,HOU,135.81,13.9,102,189,,woody-marks.php,,,55.2,,,,,,8.0,Woody Marks,2026-09-04,HOU,woody marks,27520,27520.0,00-0040583,12474.0,2000-12-29,2025.0,RB,25.686516084873375
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Tyler Allgeier,24172,RB,ARI,136.5,13.57,99,182,,tyler-allgeier.php,,,47.7,,,,,,14.0,Tyler Allgeier,2026-09-04,ARI,tyler allgeier,24172,24172.0,00-0037263,8132.0,2000-04-15,2022.0,RB,26.392881587953458
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Sam Darnold,17236,QB,SEA,138.31,12.86,113,212,,sam-darnold.php,,,38.2,,,,,,11.0,Sam Darnold,2026-09-04,SEA,sam darnold,17236,17236.0,00-0034869,4943.0,1997-06-05,2018.0,QB,29.253935660506503
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jordyn Tyson,26035,WR,NO,138.63,30.35,71,232,,jordyn-tyson.php,,,60.3,,,,,,8.0,Jordyn Tyson,2026-09-04,NOS,jordyn tyson,26035,26035.0,00-0041029,13281.0,2004-08-12,2026.0,WR,22.067077344284737
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Tyjae Spears,25323,RB,TEN,140.39,15.58,89,182,,tyjae-spears.php,,,45.9,,,,,,9.0,Tyjae Spears,2026-09-04,TEN,tyjae spears,25323,25323.0,00-0039032,9508.0,2001-06-15,2023.0,RB,25.22655715263518
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Chris Rodriguez Jr.,22986,RB,JAC,141.1,17.66,102,234,,chris-rodriguez-jr.php,,,51.3,,,,,,7.0,Chris Rodriguez,2026-09-04,JAC,chris rodriguez,22986,22986.0,00-0038611,10219.0,2000-09-26,2023.0,RB,25.94387405886379
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Deebo Samuel Sr.,18244,WR,SF,140.72,30.3,83,241,,deebo-samuel.php,,,63.0,,,,,,8.0,Deebo Samuel,2026-09-04,SFO,deebo samuel,18244,18244.0,00-0035719,5872.0,1996-01-15,2019.0,WR,30.642026009582477
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,C.J. Stroud,23071,QB,HOU,143.15,13.02,108,208,,cj-stroud.php,,,28.3,,,,,,8.0,CJ Stroud,2026-09-04,HOU,cj stroud,23071,23071.0,00-0039163,9758.0,2001-10-03,2023.0,QB,24.92539356605065
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Daniel Jones,18232,QB,IND,146.36,20.49,119,255,,daniel-jones.php,,,29.9,,,,,,13.0,Daniel Jones,2026-09-04,IND,daniel jones,18232,18232.0,00-0035710,5870.0,1997-05-27,2019.0,QB,29.27857631759069
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Rashid Shaheed,24687,WR,SEA,146.98,17.44,115,205,,rashid-shaheed.php,,,50.6,,,,,,11.0,Rashid Shaheed,2026-09-04,SEA,rashid shaheed,24687,24687.0,00-0037545,8676.0,1998-08-31,2022.0,WR,28.016427104722794
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Dylan Sampson,27102,RB,CLE,148.97,19.74,89,231,,dylan-sampson.php,,,20.5,,,,,,11.0,Dylan Sampson,2026-09-04,CLE,dylan sampson,27102,27102.0,00-0040162,12469.0,2004-09-14,2025.0,RB,21.976728268309376
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jonah Coleman,27320,RB,DEN,149.36,19.28,116,221,,jonah-coleman.php,,,33.3,,,,,,10.0,Jonah Coleman,2026-09-04,DEN,jonah coleman,27320,27320.0,00-0041496,13345.0,2003-08-20,2026.0,RB,23.04722792607803
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Keaton Mitchell,25360,RB,LAC,152.54,27.63,102,314,,keaton-mitchell.php,,,33.4,,,,,,7.0,Keaton Mitchell,2026-09-04,LAC,keaton mitchell,25360,25360.0,00-0038454,9511.0,2002-01-17,2023.0,RB,24.635181382614647
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Denzel Boston,27339,WR,CLE,153.85,29.81,107,299,,denzel-boston.php,,,34.5,,,,,,11.0,Denzel Boston,2026-09-04,CLE,denzel boston,27339,27339.0,00-0041037,13346.0,2003-12-06,2026.0,WR,22.751540041067763
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Mike Washington Jr.,28108,RB,LV,152.53,26.25,103,248,,mike-washington-jr.php,,,52.2,,,,,8.0,13.0,Mike Washington,2026-09-04,LVR,mike washington,28108,28108.0,WAS569019,13305.0,2003-07-03,2026.0,RB,23.17864476386037
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Zach Charbonnet,23152,RB,SEA,156.22,28.12,117,292,,zach-charbonnet.php,,,56.4,,,,,,11.0,Zach Charbonnet,2026-09-04,SEA,zach charbonnet,23152,23152.0,00-0039165,9753.0,2001-01-08,2023.0,RB,25.659137577002053
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Cam Ward,24755,QB,TEN,158.85,24.06,119,255,,cam-ward.php,,,15.1,,,,,,9.0,Cam Ward,2026-09-04,TEN,cam ward,24755,24755.0,00-0040676,12522.0,2002-05-25,2025.0,QB,24.28473648186174
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Josh Jacobs,18269,RB,GB,147.99,66.57,39,394,,josh-jacobs.php,,,94.3,,,,,-33.0,11.0,Josh Jacobs,2026-09-04,GBP,josh jacobs,18269,18269.0,00-0035700,5850.0,1998-02-11,2019.0,RB,28.566735112936346
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Brenton Strange,25345,TE,JAC,160.94,25.18,111,236,,brenton-strange.php,,,38.3,,,,,,7.0,Brenton Strange,2026-09-04,JAC,brenton strange,25345,25345.0,00-0038935,9480.0,2000-12-27,2023.0,TE,25.691991786447637
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Tre Tucker,25337,WR,LV,159.03,26.97,115,247,,tre-tucker.php,,,27.9,,,,,,13.0,Tre Tucker,2026-09-04,LVR,tre tucker,25337,25337.0,00-0038563,10213.0,2001-03-08,2023.0,WR,25.49760438056126
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Dalton Schultz,17349,TE,HOU,162.07,22.67,111,206,,dalton-schultz.php,,,31.2,,,,,,8.0,Dalton Schultz,2026-09-04,HOU,dalton schultz,17349,17349.0,00-0034383,5001.0,1996-07-11,2018.0,TE,30.154688569472963
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Houston Texans,8120,DST,HOU,153.67,5.61,143,175,,houston-defense.php,,,98.0,,,,,,8.0,Houston Texans,2026-09-04,HOU,houston texans,8120,,,,,1970.0,,
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Chig Okonkwo,23982,TE,WAS,163.01,22.77,112,226,,chigoziem-okonkwo.php,,,28.7,,,,,,7.0,Chigoziem Okonkwo,2026-09-04,WAS,chig okonkwo,23982,23982.0,00-0037809,8210.0,1999-09-08,2022.0,TE,26.99520876112252
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Hunter Henry,15561,TE,NE,167.1,25.75,112,236,,hunter-henry.php,,,60.2,,,,,,11.0,Hunter Henry,2026-09-04,NEP,hunter henry,15561,15561.0,00-0033090,3214.0,1994-12-07,2016.0,TE,31.748117727583846
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Alvin Kamara,16421,RB,NO,168.28,34.47,102,317,,alvin-kamara.php,,,38.6,,,,,,8.0,Alvin Kamara,2026-09-04,NOS,alvin kamara,16421,16421.0,00-0033906,4035.0,1995-07-25,2017.0,RB,31.11841204654346
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Adonai Mitchell,24357,WR,NYJ,169.01,26.15,126,258,,adonai-mitchell.php,,,14.6,,,,,,13.0,Adonai Mitchell,2026-09-04,NYJ,adonai mitchell,24357,24357.0,00-0039890,11625.0,2002-10-08,2024.0,WR,23.912388774811774
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Bryce Young,22900,QB,CAR,169.51,27.8,134,326,,bryce-young.php,,,15.7,,,,,,5.0,Bryce Young,2026-09-04,CAR,bryce young,22900,22900.0,00-0039150,9228.0,2001-07-25,2023.0,QB,25.117043121149898
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Tank Bigsby,22908,RB,PHI,170.74,25.53,131,257,,tank-bigsby.php,,,29.7,,,,,,10.0,Tank Bigsby,2026-09-04,PHI,tank bigsby,22908,22908.0,00-0038555,9225.0,2001-08-30,2023.0,RB,25.018480492813143
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Kayshon Boutte,22989,WR,HOU,169.75,26.05,121,277,,kayshon-boutte.php,,,18.0,,,,,,8.0,Kayshon Boutte,2026-09-04,HOU,kayshon boutte,22989,22989.0,00-0038608,9504.0,2002-05-07,2023.0,WR,24.334017796030118
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jerry Jeudy,19201,WR,CLE,170.19,28.08,115,272,,jerry-jeudy.php,,,22.2,,,,,,11.0,Jerry Jeudy,2026-09-04,CLE,jerry jeudy,19201,19201.0,00-0036407,6783.0,1999-04-24,2020.0,WR,27.370294318959616
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Tyrone Tracy Jr.,22980,RB,NYG,173.85,41.6,120,311,,tyrone-tracy-jr.php,,,24.4,,,,,,8.0,Tyrone Tracy,2026-09-04,NYG,tyrone tracy,22980,22980.0,00-0039384,11655.0,1999-11-23,2024.0,RB,26.78713210130048
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Denver Broncos,8090,DST,DEN,164.44,7.26,149,209,,denver-defense.php,,,97.9,,,,,,10.0,Denver Broncos,2026-09-04,DEN,denver broncos,8090,,,,1970-10-03,1992.0,,55.92607802874743
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jalen McMillan,23179,WR,TB,175.82,26.1,137,296,,jalen-mcmillan.php,,,22.2,,,,,,10.0,Jalen McMillan,2026-09-04,TBB,jalen mcmillan,23179,23179.0,00-0039855,11618.0,2001-12-07,2024.0,WR,24.747433264887064
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Los Angeles Rams,8280,DST,LAR,164.96,7.67,145,186,,los-angeles-rams-defense.php,,,88.3,,,,,,11.0,Los Angeles Rams,2026-09-04,LAR,los angeles rams,8280,,,,,,,
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Braelon Allen,24346,RB,NYJ,177.59,28.87,132,292,,braelon-allen.php,,,16.9,,,,,,13.0,Braelon Allen,2026-09-04,NYJ,braelon allen,24346,24346.0,00-0039794,11576.0,2004-01-20,2024.0,RB,22.628336755646817
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Seattle Seahawks,8260,DST,SEA,167.18,5.83,151,194,,seattle-defense.php,,,96.8,,,,,,11.0,Seattle Seahawks,2026-09-04,SEA,seattle seahawks,8260,,,,,1970.0,,
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jauan Jennings,19590,WR,MIN,175.56,33.36,115,307,,jauan-jennings.php,,,15.4,,,,,,6.0,Jauan Jennings,2026-09-04,MIN,jauan jennings,19590,19590.0,00-0036259,7049.0,1997-07-10,2020.0,WR,29.15811088295688
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Omar Cooper Jr.,28127,WR,NYJ,181.61,34.85,123,302,,omar-cooper-jr.php,,,16.0,,,,,,13.0,Omar Cooper,2026-09-04,NYJ,omar cooper,28127,28127.0,00-0041511,13276.0,2003-12-14,2026.0,WR,22.729637234770706
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Emmett Johnson,28107,RB,KC,183.79,37.82,132,329,,emmett-johnson.php,,,15.5,,,,,,5.0,Emmett Johnson,2026-09-04,KCC,emmett johnson,28107,28107.0,00-0041013,13337.0,2003-10-10,2026.0,RB,22.90759753593429
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Tre' Harris,26215,WR,LAC,182.09,30.34,123,303,,tre-harris.php,,,6.9,,,,,,7.0,Tre Harris,2026-09-04,LAC,tre harris,26215,26215.0,00-0040727,12509.0,2002-02-28,2025.0,WR,24.520191649555098
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Brian Robinson Jr.,20094,RB,ATL,182.38,25.04,141,263,,brian-robinson-jr.php,,,34.4,,,,,,11.0,Brian Robinson,2026-09-04,ATL,brian robinson,20094,20094.0,00-0037746,8154.0,1999-03-22,2022.0,RB,27.460643394934976
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Dontayvion Wicks,24354,WR,PHI,182.79,32.6,109,272,,dontayvion-wicks.php,,,12.1,,,,,,10.0,Dontayvion Wicks,2026-09-04,PHI,dontayvion wicks,24354,24354.0,00-0038393,9486.0,2001-06-16,2023.0,WR,25.22381930184805
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Pat Bryant,27211,WR,DEN,184.61,27.51,115,293,,pat-bryant.php,,,6.8,,,,,,10.0,Pat Bryant,2026-09-04,DEN,pat bryant,27211,27211.0,00-0040134,12492.0,2002-12-10,2025.0,WR,23.73990417522245
